,run,epoch,loss,accuracy,epoch_duration,run_duration,lr,batch_size,shuffle
0,1,1,2.648249830216769,0.22852081488042517,10.961697340011597,13.819088697433472,0.01,128,False
1,1,2,1.5964113901826862,0.44755156269770974,10.971693277359009,25.258503437042236,0.01,128,False
2,1,3,1.259248449940267,0.624193344299633,11.001613140106201,36.733818769454956,0.01,128,False
3,1,4,0.941793274520455,0.6998608123497406,10.961759328842163,48.161301612854004,0.01,128,False
4,1,5,0.765401315767524,0.7579400227761609,11.00169849395752,59.62673258781433,0.01,128,False
5,1,6,0.6309995944479153,0.8002024547640136,11.008617877960205,71.09811353683472,0.01,128,False
6,1,7,0.5388102492214562,0.8333544223712515,11.009604454040527,82.57446026802063,0.01,128,False
7,1,8,0.508945646096555,0.8451221055295457,11.076382875442505,94.11460280418396,0.01,128,False
8,1,9,0.47689212884508353,0.8589143363279768,11.006569147109985,105.58393430709839,0.01,128,False
9,1,10,0.4358889471047078,0.8692901429836771,11.081368923187256,117.13305187225342,0.01,128,False
10,1,11,0.39996667519470086,0.8843477160571934,10.988802909851074,128.58461737632751,0.01,128,False
11,1,12,0.38468729796536916,0.8859926610148045,11.007601499557495,140.06193804740906,0.01,128,False
12,1,13,0.36928770757243407,0.8919397697077059,10.977685451507568,151.5083351135254,0.01,128,False
13,1,14,0.3799942773941814,0.8948500569404024,11.000586032867432,162.97966194152832,0.01,128,False
14,1,15,0.3525487503250626,0.8987726179931671,11.07539176940918,174.52180433273315,0.01,128,False
15,1,16,0.34691051988530486,0.9004175629507782,11.02152967453003,186.01207947731018,0.01,128,False
16,1,17,0.3629932845225594,0.899658357585727,11.03751516342163,197.51834082603455,0.01,128,False
17,1,18,0.3294480770400215,0.9083892192838162,11.054495096206665,209.03756403923035,0.01,128,False
18,1,19,0.3203503332243047,0.9101606984689359,11.03848385810852,220.5398075580597,0.01,128,False
19,1,20,0.33712903297537267,0.9067442743262052,10.97465443611145,231.9802165031433,0.01,128,False
20,1,21,0.3161418665727,0.912311780336581,11.129241228103638,243.57321691513062,0.01,128,False
21,1,22,0.3030672849288066,0.9161078071618373,11.002685546875,255.04464840888977,0.01,128,False
22,1,23,0.28867433319420027,0.9196507655320765,11.058430671691895,266.5727951526642,0.01,128,False
23,1,24,0.2921009976004372,0.9209161078071618,10.998642444610596,278.04915976524353,0.01,128,False
24,1,25,0.28107777170391,0.9239529292673668,11.009613513946533,289.52751994132996,0.01,128,False
