,run,epoch,loss,accuracy,epoch_duration,run_duration,lr,batch_size,shuffle
0,1,1,3460.0557861405355,0.15538403138048842,11.447421550750732,14.148199319839478,0.3,64,False
1,1,2,8.718422379144366,0.18663798557509806,11.43641996383667,26.04834771156311,0.3,64,False
2,1,3,2.215241851285336,0.18777679362267494,11.450413703918457,37.89769434928894,0.3,64,False
3,1,4,2.1987797378603755,0.18448690370745285,11.448439359664917,49.74004888534546,0.3,64,False
4,1,5,2.199690007747132,0.18258889029482475,11.426474332809448,61.562463998794556,0.3,64,False
5,1,6,2.2006552579296432,0.1799316715171454,11.460355520248413,73.41773557662964,0.3,64,False
6,1,7,2.2013569768736456,0.17816019233202582,11.432469606399536,85.2491385936737,0.3,64,False
7,1,8,2.2018761946764926,0.17765405542199164,11.441406726837158,97.08947801589966,0.3,64,False
8,1,9,2.202264412406063,0.17727445273946602,11.481386423110962,108.96580791473389,0.3,64,False
9,1,10,2.2025576174809753,0.17816019233202582,11.441531896591187,120.80225563049316,0.3,64,False
10,1,11,2.2027813924591286,0.17816019233202582,11.42654800415039,132.62574243545532,0.3,64,False
11,1,12,2.2029540196983146,0.17816019233202582,11.458383560180664,144.49103784561157,0.3,64,False
12,1,13,2.203088493207188,0.17816019233202582,11.40454649925232,156.2915027141571,0.3,64,False
13,1,14,2.2031942099902233,0.17942553460711122,11.48135757446289,168.16780352592468,0.3,64,False
14,1,15,2.2032779972115515,0.17942553460711122,11.426467180252075,179.9922068119049,0.3,64,False
15,1,16,2.2033448844985934,0.17942553460711122,11.457484245300293,191.84363794326782,0.3,64,False
16,1,17,2.2033985750472773,0.17866632924205997,11.500276565551758,203.74281573295593,0.3,64,False
17,1,18,2.2034419167272565,0.17866632924205997,11.432552576065063,215.57128167152405,0.3,64,False
18,1,19,2.203477031442767,0.17866632924205997,11.459358930587769,227.42558479309082,0.3,64,False
19,1,20,2.203505569992828,0.17866632924205997,11.427443504333496,239.25096321105957,0.3,64,False
20,1,21,2.2035288646012097,0.17816019233202582,11.453373908996582,251.10027837753296,0.3,64,False
21,1,22,2.2035479462932637,0.17816019233202582,11.495272874832153,262.9904956817627,0.3,64,False
22,1,23,2.2035635680650345,0.17816019233202582,11.443482875823975,274.82992005348206,0.3,64,False
23,1,24,2.2035764037514434,0.17816019233202582,11.486314535140991,286.71217489242554,0.3,64,False
24,1,25,2.2035869341115024,0.17816019233202582,11.46237826347351,298.57046580314636,0.3,64,False
